fragLen	geneLen	count
705	1397	1
435	939	3
421	2845	1
376	2845	1
309	2180	1
286	2662	1
390	2662	2
317	2662	2
339	2291	1
433	2291	2
344	2291	2
378	525	2
308	2428	7
648	2428	3
697	2428	3
437	2428	3
694	2043	2
719	2043	2
644	2043	3
769	2043	1
471	2043	3
361	760	2
625	760	1
320	3462	1
469	2083	1
352	1546	1
324	922	1
304	922	2
443	922	1
393	922	1
255	922	1
663	922	1
339	922	4
450	922	3
486	922	2
442	922	5
547	922	3
429	922	3
514	1651	4
454	1651	5
279	9068	1
515	6232	2
835	1541	1
301	1541	2
354	1541	1
265	1816	1
180	3865	6
284	3865	1
475	3865	2
334	2180	2
240	2180	1
860	2662	1
312	922	2
348	1802	1
350	1651	2
378	1651	3
639	6232	1
575	6232	1
435	1541	5
351	2843	3
631	2843	1
692	2843	3
305	555	1
617	1717	1
609	747	1
623	9044	2
813	9044	2
358	9044	9
908	4326	2
912	4326	1
348	4326	1
873	4326	1
632	4326	1
456	4326	1
710	4326	2
722	4326	1
620	4326	2
310	564	1
439	564	1
311	2795	1
577	1418	1
387	1002	2
300	1002	1
392	1002	1
212	5259	1
323	5893	2
1683	1727	1
786	967	1
722	967	2
317	2891	3
442	3987	2
698	3987	2
490	3987	3
1056	3987	4
436	3987	3
745	3987	2
441	3987	2
304	821	1
520	2249	1
624	2249	1
289	895	1
529	1784	1
521	1784	2
168	1397	1
583	1397	1
551	1044	2
659	2805	1
655	2805	1
375	3865	4
413	939	3
320	2662	7
277	525	1
802	2428	1
693	2428	1
571	2428	3
388	2043	5
375	2043	3
626	2043	2
368	2043	5
682	2043	1
598	2043	2
272	2043	1
446	2043	6
364	2043	10
402	2043	4
296	1546	1
303	1546	1
302	1546	2
400	922	2
524	922	1
371	1651	8
672	1651	4
635	1651	2
594	1651	1
363	9068	2
491	9068	5
584	9068	5
338	6232	1
783	6232	1
318	6232	1
317	6232	1
526	1541	1
623	1541	1
408	1541	3
313	2086	1
461	2805	1
332	2428	6
647	2428	2
750	2043	3
305	12780	1
588	12780	1
536	12780	2
680	2843	1
283	9044	3
628	9044	5
459	2194	1
536	5568	1
491	5568	2
616	2557	1
373	3119	1
413	5259	1
364	1332	2
345	967	1
418	967	1
280	3987	1
691	3987	2
941	3987	1
560	3987	1
399	3987	1
753	3987	2
874	3987	1
488	3987	1
239	1044	2
814	1044	1
422	3865	1
670	3865	1
282	2180	2
140	2662	1
561	2662	2
527	2043	1
350	2043	1
428	2043	4
447	867	1
527	681	1
563	1945	1
445	3462	3
671	1546	1
645	1546	3
515	1546	1
197	922	1
418	1651	4
500	1651	2
452	6232	4
831	1005	1
556	6193	1
480	2843	2
611	2843	5
801	2843	1
525	2843	2
538	2843	2
394	2843	1
718	2843	2
843	2843	1
349	2843	2
368	2843	6
310	2086	1
337	1717	1
666	729	1
440	2805	3
349	2805	1
380	3865	2
350	1453	1
411	2180	1
484	2662	1
402	2662	2
923	2428	1
536	2428	5
480	2043	5
215	573	3
338	573	1
342	1546	2
262	922	1
557	922	3
740	1651	3
541	1651	1
315	1651	6
379	1651	8
354	6232	2
368	1312	2
462	12780	2
480	12780	1
321	1206	1
401	2843	4
432	2843	4
490	2843	4
492	1601	1
616	9044	2
610	9044	6
634	9044	3
508	9044	9
560	2467	1
693	2467	1
567	4326	2
384	4326	2
246	4326	1
292	494	2
298	494	5
312	494	1
386	494	1
633	1044	1
560	3865	1
602	2428	2
489	2043	4
418	1546	6
508	1651	5
312	1651	1
483	1651	3
562	2843	1
248	1795	1
295	747	1
509	744	1
785	9044	1
465	4326	3
279	4326	1
402	402	2
346	494	1
461	1002	1
522	522	2
572	3119	2
402	3119	2
318	2011	1
428	2011	1
357	967	1
293	967	2
776	967	1
367	3987	1
587	3987	3
864	3987	1
202	3987	1
438	1352	1
292	2141	1
530	2141	1
487	2141	1
788	1246	1
433	1246	1
174	1044	4
318	2086	1
354	2805	1
388	2805	2
290	2805	1
460	3865	2
439	914	3
618	2428	2
469	3462	1
370	922	2
526	1802	1
328	1802	1
225	1651	1
402	1651	2
759	1651	1
324	6232	1
405	6232	1
487	6232	6
312	6232	2
554	1541	1
474	1541	2
311	2509	2
317	2509	1
457	1163	1
405	1163	2
687	747	1
479	747	1
682	9044	2
810	9044	1
797	9044	3
793	9044	1
639	5985	1
746	5985	1
663	4326	1
425	4326	2
410	5654	1
597	5654	1
315	5654	1
433	5654	1
800	5654	3
351	5654	1
521	5654	2
467	5654	3
196	668	1
320	838	4
419	4201	1
472	4201	1
417	1989	3
561	5259	1
566	5259	1
655	5259	1
479	5259	1
554	5259	1
645	5259	2
350	967	2
497	967	1
581	967	1
181	1044	3
560	1044	2
350	2086	1
547	2086	1
316	2805	1
300	2124	1
110	525	3
713	2043	1
358	1945	2
507	507	2
618	1651	2
798	1651	1
834	1651	2
577	1651	2
394	1651	4
671	1651	2
630	6232	4
367	6232	1
291	6232	1
648	1541	1
366	2843	2
845	2843	1
905	2843	2
596	747	1
668	747	1
328	747	1
659	747	2
291	9044	1
314	9044	8
955	9044	1
900	9044	1
676	9044	2
382	4326	1
659	4326	1
465	5654	1
350	2423	3
637	1002	1
388	3119	2
431	5259	1
474	2614	2
358	967	2
317	967	1
158	967	1
543	967	1
598	3987	1
529	3987	1
613	895	1
379	895	2
824	1246	1
167	1397	4
369	1397	1
494	1397	2
1016	2124	1
307	2662	2
312	2662	1
507	2428	4
788	2428	1
531	2428	4
472	2043	2
445	2043	5
540	2043	3
684	2043	2
314	2224	1
423	1308	1
319	2382	3
358	2382	1
728	2382	3
315	2382	1
459	867	1
365	1945	1
311	1945	1
440	1945	1
370	1546	3
384	1546	4
382	922	2
246	1397	1
326	1397	1
127	547	1
324	2124	2
305	1830	1
785	1830	1
354	906	1
369	939	4
360	2180	1
170	2180	1
438	438	1
580	2428	5
435	2428	1
848	2428	2
554	2428	6
641	2428	1
288	2428	1
437	2043	5
333	2043	6
776	2043	2
559	2043	4
512	2043	1
371	1945	1
371	922	2
523	1802	3
557	1802	2
436	1651	6
614	1651	2
376	1651	11
715	1651	1
501	1651	4
179	1651	1
416	4077	1
521	4077	1
422	4077	1
319	9068	2
383	9068	4
322	9068	2
505	9068	4
367	9068	3
394	9068	1
591	9068	4
771	6232	1
1009	6232	1
711	1397	1
432	1044	2
789	1044	3
571	1044	4
421	3865	3
2182	3865	2
411	2662	1
359	2428	3
326	2428	2
382	2043	5
351	2043	4
927	2043	1
551	2043	3
781	2043	1
387	2043	1
315	12831	1
450	12831	2
656	12831	1
395	12831	1
403	12831	1
8984	12831	3
386	922	2
438	1651	3
601	1651	1
777	1651	2
535	1651	7
559	1651	5
439	1651	2
410	1651	8
752	1651	2
553	1651	2
462	1651	9
981	1651	1
992	1651	1
571	4878	1
603	4077	2
677	4077	1
491	4077	1
619	4077	1
711	4077	1
350	9068	2
337	9068	1
370	9068	2
541	1541	2
837	1541	1
334	1541	1
825	1541	1
393	2449	1
565	1044	9
377	2124	1
343	3865	1
311	1453	1
447	1110	1
766	2428	1
380	3462	1
655	2083	1
109	573	2
534	1546	3
467	1546	4
516	922	1
531	922	1
565	1651	3
503	1651	3
587	1541	7
555	708	1
845	6193	1
810	2843	1
524	747	5
461	9044	2
586	4326	2
486	2012	1
583	2423	1
756	2423	1
525	3642	1
591	5182	1
476	2408	1
439	3119	2
303	3119	1
372	5259	4
646	5259	1
650	5259	2
568	5259	1
555	5259	2
488	5259	1
370	967	1
3271	3987	1
3113	3987	1
562	2141	1
397	2141	1
324	1246	2
394	1397	2
290	1044	4
100	1044	1
848	1044	1
651	1044	2
519	2124	1
290	914	1
578	1110	1
486	2428	2
408	2428	5
430	2428	2
616	2428	2
408	2043	5
592	2043	1
316	2043	4
419	2043	4
642	2043	2
607	2043	2
226	2043	1
521	2043	1
417	1546	2
451	1546	2
581	1546	1
480	1546	1
601	12831	1
503	12831	1
384	12831	1
331	922	2
614	922	1
586	922	1
558	922	1
281	1651	1
465	1651	3
397	1651	1
683	1651	1
416	1651	4
523	1651	4
362	1397	2
289	1044	3
339	2124	2
381	1830	1
575	3865	2
296	939	1
157	2662	1
477	2662	2
293	2662	1
726	2428	1
735	2428	2
431	2428	4
340	2043	9
463	2043	2
722	2043	1
134	2043	1
343	2043	2
420	2190	1
438	483	1
404	2382	1
363	681	1
419	1945	4
391	1945	2
959	1945	1
619	1945	2
514	1546	4
310	922	1
410	922	1
300	922	2
730	1651	2
316	1651	4
307	4077	1
540	6232	3
380	6232	3
521	6232	1
715	6232	1
530	6232	3
563	6232	2
310	2449	1
391	1312	2
472	12780	1
408	12780	1
289	2356	1
840	1044	1
424	3865	3
225	1110	1
470	2428	5
432	2428	2
740	2043	1
474	2043	2
885	2190	2
528	681	1
447	12831	1
346	922	4
406	922	3
294	1651	2
791	1651	1
710	1651	1
764	9068	1
403	1541	5
461	12780	1
326	12780	2
536	2356	1
551	2356	1
315	2356	2
217	2356	1
352	2356	2
689	2843	4
64	555	1
705	1163	1
773	1163	1
572	747	5
414	747	1
595	1397	1
215	1044	4
479	2124	1
403	939	1
543	2428	5
526	1945	1
428	1945	1
424	1945	2
295	611	2
542	9068	1
402	1541	1
702	12780	1
366	2044	1
561	747	1
481	747	3
444	555	1
347	575	1
505	1002	1
239	257	1
327	4201	1
518	4201	1
432	4201	1
346	5259	1
536	5259	1
147	967	1
372	3987	1
306	3987	2
460	3987	3
494	3987	1
280	3965	1
400	3965	2
438	3965	1
515	1246	1
373	1246	1
468	1246	1
338	1397	6
102	372	1
176	1044	3
107	1044	1
647	1044	1
829	1044	2
367	2805	1
158	3865	2
314	3865	5
1807	2662	2
1769	2662	2
480	2662	5
380	2662	2
697	2662	2
486	2043	3
322	368	4
236	856	1
411	867	1
441	867	1
486	2083	1
425	2083	2
355	1546	5
678	922	1
547	1651	3
758	1651	3
907	1651	1
573	1651	4
291	1651	2
389	1651	6
342	9068	3
481	9068	1
588	2449	1
118	372	1
576	1044	3
753	1044	2
725	1044	1
107	547	1
325	1523	1
869	939	1
307	2180	1
294	2662	2
375	2662	1
537	1110	2
361	3800	1
413	2428	8
372	2428	3
832	2428	1
598	2428	4
695	2428	2
714	2428	1
784	2428	2
661	2043	2
308	2043	1
591	2043	2
452	2043	1
461	2043	1
360	573	2
471	1546	1
441	1651	2
674	1651	1
332	9068	2
407	9068	2
326	9068	1
320	9068	1
426	9068	1
281	6232	1
391	12780	1
317	2356	1
450	2843	3
705	2843	5
596	2843	4
295	2843	1
493	1717	2
537	1717	2
211	1044	3
837	1044	1
362	547	1
337	2805	1
333	906	1
370	906	1
429	3865	2
473	3865	1
215	2180	1
341	3800	1
556	2428	9
318	2043	2
366	2043	6
330	2043	2
707	2043	2
397	2043	5
580	2224	1
377	922	3
589	1651	1
531	1651	1
560	1651	3
374	6232	1
352	12780	1
686	3591	1
291	3591	1
434	2843	3
505	2843	1
835	2843	1
607	2843	6
389	2843	4
352	2843	1
540	2843	8
438	2843	2
713	2843	3
563	2843	2
236	750	1
593	1717	1
456	1717	1
734	1717	1
311	1717	1
330	1717	1
594	1717	1
427	797	1
719	1397	1
120	1044	1
280	1044	2
740	1044	1
839	1044	2
750	1044	2
122	547	1
413	2805	1
491	2805	1
488	2805	1
595	1830	1
692	3865	2
432	939	1
900	2428	1
731	2428	1
462	2428	2
439	2448	1
481	3319	1
469	3319	1
487	2043	6
456	2043	5
577	2043	2
725	2043	1
289	3462	1
185	573	2
298	573	1
119	573	1
488	1546	1
466	1546	4
464	1546	1
269	1546	2
419	922	1
434	922	2
546	922	1
503	922	1
527	922	1
408	922	1
621	1651	1
507	4077	3
312	4077	2
426	6232	5
552	6232	2
685	6232	2
512	6232	4
679	6232	1
669	6232	3
319	1541	1
478	1541	2
410	1541	3
396	1541	1
436	1541	1
702	1541	1
456	1541	1
292	1541	1
555	1541	1
620	2449	1
931	2224	1
1297	2224	2
278	1044	1
384	2805	2
482	2805	1
361	2124	1
419	2124	1
419	1110	2
823	2428	1
703	2043	3
887	2043	1
634	2043	2
529	2043	1
685	2043	7
611	2043	5
677	2043	3
345	681	1
599	1945	2
449	1945	1
761	1945	1
420	3462	1
389	3462	1
362	922	3
501	6232	3
266	870	2
595	2843	1
753	2843	1
636	2843	1
522	750	1
327	1717	1
518	729	1
448	1163	1
518	747	1
379	9044	9
741	9044	2
389	643	1
682	4326	1
485	4326	2
525	4326	2
430	2423	2
350	402	1
481	543	1
318	549	1
420	564	1
384	1418	1
572	1002	1
325	1002	1
398	5182	1
628	5182	2
336	5568	1
379	1969	1
385	5259	1
629	5259	1
146	3987	1
1385	3987	1
393	895	1
287	1784	1
408	1246	1
320	1246	3
349	1246	1
666	1246	1
442	2180	1
492	2043	2
405	2083	1
452	2083	1
374	12831	1
491	2843	1
600	747	2
563	9044	2
693	4326	1
458	1002	2
269	838	1
551	2299	2
343	3119	1
318	5259	1
605	5893	2
592	3987	1
365	3987	1
527	3987	3
331	3987	1
382	1246	1
516	1246	1
455	1246	2
291	1246	1
293	1246	1
676	1246	1
265	1246	1
412	1397	1
414	1397	1
294	1397	2
183	1044	1
617	1044	2
490	3865	2
187	3865	1
490	490	3
613	2428	4
762	2428	1
624	2428	1
822	2428	1
611	2428	2
887	2428	1
225	2043	1
718	2043	2
423	2043	5
454	2043	7
390	2190	1
387	2190	1
677	2190	1
491	2190	1
696	2190	1
751	2190	2
366	2190	3
425	2190	1
687	2190	1
557	2190	2
298	1397	3
153	2086	2
408	2805	1
463	2805	1
467	1351	2
501	1351	1
391	1351	2
326	1351	2
773	2428	1
478	2428	3
818	2428	1
206	296	2
467	2043	6
281	2043	1
756	2043	1
509	2043	3
482	2043	6
306	3462	4
586	1546	3
574	1546	1
345	1546	6
535	1546	2
1034	12831	1
483	12831	1
482	12831	1
1743	12831	2
548	922	2
332	1003	2
526	6232	3
470	1541	2
357	1541	1
422	2512	2
378	1397	1
446	1397	2
277	1044	1
845	1044	1
447	2805	2
385	3865	2
310	3865	4
528	3865	4
684	3865	1
344	3865	1
374	3865	3
645	3865	1
167	246	1
222	246	1
394	2662	2
548	2662	4
308	2662	2
728	2662	1
400	2662	3
398	2662	1
595	2662	1
246	2428	1
815	2428	2
399	2043	3
787	2043	1
534	2043	3
742	2043	1
542	2043	3
655	2043	1
313	1945	1
382	1546	2
310	1546	3
323	1546	6
706	1546	1
294	1546	1
280	1546	1
431	922	1
108	1003	1
413	1003	2
577	9068	1
537	9068	1
306	6232	1
331	6232	1
450	6232	1
607	6232	4
334	6232	3
410	6232	1
730	1541	1
444	1541	1
61	605	1
194	661	1
108	108	1
365	12780	2
323	2356	2
720	2356	1
477	2356	2
310	1397	1
603	1397	1
348	1397	3
635	1044	1
534	1523	1
332	1523	4
322	3865	4
459	3865	1
859	939	1
476	1525	1
371	1453	1
354	2428	5
941	2428	1
605	2428	3
160	3319	1
274	2043	1
426	2043	3
466	681	1
469	681	2
227	611	4
607	2083	3
510	1546	3
519	1546	1
678	12831	1
531	12831	2
2619	12831	1
529	922	5
511	922	2
509	922	1
107	922	1
399	922	1
513	922	1
392	922	1
340	922	4
421	922	1
750	1651	1
399	1651	5
370	1651	10
766	6232	2
776	6232	1
395	12780	1
534	12780	1
309	12780	1
496	12780	2
299	568	1
378	2843	3
683	2843	2
690	2843	2
418	2843	1
828	2843	1
356	750	1
535	1601	1
545	1163	2
198	747	1
564	747	1
594	747	4
590	747	1
311	747	1
370	747	5
432	747	2
322	9044	12
401	9044	1
892	9044	1
725	9044	2
727	9044	2
675	9044	2
691	9044	4
326	9044	2
758	9044	1
812	9044	1
296	9044	5
141	9044	1
672	2023	1
279	319	1
259	1397	2
475	1397	2
255	1397	1
471	471	2
302	471	1
771	2428	2
335	2043	13
567	2043	1
438	2043	6
760	2043	1
441	3462	2
394	573	2
148	573	1
590	922	3
522	922	1
481	922	1
505	1651	2
628	1651	1
447	1651	3
620	6232	1
562	6232	1
424	6232	1
292	6232	1
304	1541	2
504	1541	1
538	1541	1
321	1312	1
490	2224	1
365	2224	1
437	2224	2
476	12780	2
801	6193	1
693	6193	1
728	6193	1
466	6193	1
361	6193	1
580	6193	1
343	2843	2
643	2843	1
745	2843	1
463	2843	2
543	2843	2
359	2843	3
736	2843	1
706	2843	2
652	2843	1
442	2843	5
321	2843	3
654	2843	3
688	2843	1
840	2843	1
519	2843	2
434	750	1
318	1717	2
831	1717	1
403	1163	1
486	1163	1
351	1163	1
642	1163	2
594	1163	3
559	1163	1
416	1163	1
338	1163	1
292	1397	2
194	1044	1
652	1044	1
337	906	1
336	622	1
471	622	1
371	3865	3
356	2662	2
366	2662	2
311	2428	2
386	2428	4
381	2043	2
386	1945	2
480	2083	2
423	2083	1
378	2083	2
283	2083	1
365	507	1
374	507	2
594	12831	2
417	922	1
470	922	1
487	1651	1
68	1651	1
377	6232	1
412	6232	3
379	6232	2
276	6232	1
433	1541	5
603	2224	1
585	6193	1
363	2124	1
343	570	1
873	2428	1
859	2428	1
399	6232	1
497	2356	1
613	2356	1
412	6193	3
649	2843	2
695	2843	2
320	750	2
361	1163	1
581	1163	1
305	1163	1
441	1163	1
593	1163	1
353	1766	1
301	747	2
311	9044	5
648	9044	4
166	9044	1
730	9044	2
699	9044	2
626	9044	1
364	9044	7
916	9044	1
402	9044	7
413	4326	1
336	4326	2
411	4326	2
359	4326	2
633	4326	3
654	4326	1
482	1108	1
355	1002	1
574	1002	1
547	4201	1
478	5259	2
600	5259	1
624	5259	1
522	2614	1
334	967	2
519	967	1
529	967	1
377	3987	3
589	3987	2
404	3987	4
586	3987	2
426	3987	1
571	3987	1
731	3987	1
793	3987	1
456	3987	1
102	814	1
463	3965	1
462	3965	1
666	2141	2
318	1246	1
306	1246	1
389	1246	1
562	1246	1
300	1246	1
535	1246	2
101	1044	1
297	2086	1
326	2805	1
457	2805	1
460	1110	3
539	2428	2
450	2043	4
586	1651	2
566	1651	4
297	4077	1
342	4077	1
433	2449	1
324	2509	1
385	2648	1
543	12780	2
783	2843	3
427	2843	2
535	747	2
137	555	1
672	4326	1
278	4326	1
530	4326	1
509	4326	1
362	4326	3
324	4326	4
297	4326	1
282	4326	1
304	5243	1
438	2423	1
501	2423	1
486	2423	2
398	494	4
297	1418	1
500	1002	1
1817	5568	1
246	2150	1
464	1227	1
425	4201	1
657	4201	1
350	3119	1
325	3119	1
370	3119	1
540	3119	1
738	5259	1
398	5259	1
546	5259	3
948	7440	1
540	7440	1
440	483	1
719	967	1
548	3987	2
601	1784	1
472	1784	1
350	2141	1
364	1246	3
327	1246	4
203	1246	1
531	1246	1
341	1246	1
440	1246	1
397	1246	2
536	1246	1
374	1246	1
768	1246	1
649	1246	3
315	1246	1
494	1246	3
230	1246	1
358	2805	1
350	2124	1
325	4198	1
394	939	2
324	2662	1
665	2428	2
384	2428	2
394	2043	2
779	2043	1
872	2043	1
545	2043	3
734	2043	1
326	1546	4
456	1546	1
295	1546	3
727	1546	1
362	12831	2
697	12831	3
380	12831	1
501	922	1
460	922	3
574	1651	1
546	1651	2
615	1651	1
645	1651	2
457	1651	3
893	1651	1
526	1651	4
630	1651	1
322	2965	1
375	2965	1
298	2965	1
309	9068	2
388	9068	2
455	6232	1
516	6232	1
466	6232	1
610	6232	1
257	1397	1
222	1044	3
302	367	1
664	2124	1
550	3865	2
882	939	1
436	2662	1
394	1110	1
551	2428	2
286	2428	1
947	2428	1
488	2428	3
553	2428	3
427	2043	1
503	2043	1
345	2224	1
337	2137	1
399	3462	2
361	3462	2
353	3462	1
502	3462	2
564	1546	2
423	1802	1
342	6232	1
599	6232	1
392	6232	5
581	1541	1
283	1541	1
523	12780	1
429	12780	1
413	12780	3
698	12780	2
537	6193	1
617	2843	1
779	2843	4
361	1601	1
574	747	2
491	747	1
480	747	2
268	555	1
559	9044	4
693	9044	3
562	2467	1
401	2467	1
930	4326	1
513	4326	1
337	4326	4
490	2423	1
299	1108	1
298	838	2
307	2408	2
432	2408	1
559	1397	1
794	1044	1
529	2805	1
403	3865	3
381	2180	1
256	2428	1
574	2428	2
456	1945	2
565	3462	1
345	3462	1
715	1546	1
429	1546	2
388	1546	1
646	12831	1
454	12831	1
515	12831	2
336	922	2
321	1651	2
325	1651	2
714	1651	1
717	1651	1
159	6232	1
447	6232	5
408	870	2
310	6193	2
538	555	1
325	1293	2
175	1293	1
406	1293	2
418	1293	2
689	747	2
516	9044	9
643	9044	7
469	2467	1
288	1397	1
580	1397	1
551	1397	1
128	1044	4
667	1044	1
760	1044	1
422	2805	3
296	514	1
328	4198	2
598	4198	1
329	3865	1
463	914	1
101	107	1
505	7365	1
325	7365	1
431	2180	2
328	2180	2
289	2662	1
263	3800	1
434	2428	3
867	2428	2
819	2428	2
296	296	4
447	2043	1
922	2043	1
392	2043	2
309	2043	3
663	2043	1
701	2043	4
279	2043	1
824	2043	1
518	2190	2
540	2190	1
262	867	1
515	2805	1
347	2805	1
84	103	1
404	3865	1
364	3865	2
350	3865	1
382	3865	3
642	2180	1
388	2662	2
524	2428	1
419	2428	5
847	2428	1
305	2428	2
587	818	1
344	2043	2
356	2043	2
246	624	2
341	1546	7
698	1546	1
564	12831	2
570	12831	1
388	12831	2
606	922	1
415	922	3
402	1802	1
297	1651	1
496	1651	1
493	9068	1
303	1541	1
362	2636	1
499	2843	2
619	2843	2
530	1601	1
576	1717	2
372	1717	2
336	797	1
407	747	1
637	9044	1
749	9044	1
800	9044	1
577	9044	7
541	9044	5
548	9044	5
540	4326	3
678	4326	2
435	4326	2
185	5579	1
330	5579	1
312	2423	1
519	2423	1
806	2423	1
626	3642	1
362	838	3
535	5182	3
507	5182	1
432	814	1
261	721	1
396	1523	1
359	906	1
821	3865	1
282	2428	1
654	2043	3
457	2043	3
379	760	1
548	1945	1
281	1546	2
337	12831	1
512	9068	1
409	1541	2
346	1541	1
354	6193	1
300	6193	2
465	6193	1
424	6193	2
332	6193	1
291	2154	1
530	2154	1
290	2843	4
435	2843	1
445	2843	4
128	2843	1
346	2843	2
769	2843	1
349	746	1
745	747	1
300	744	1
277	9044	1
746	9044	4
1005	9044	1
709	9044	3
894	9044	1
1053	9044	1
849	9044	1
623	2467	2
457	4326	1
583	4326	1
653	4326	2
421	4326	1
470	4326	1
757	4326	1
385	4326	2
529	5654	1
305	2423	1
418	2423	2
741	1397	1
399	2805	5
365	2805	1
473	2805	3
615	3217	1
360	3217	1
548	728	1
378	939	1
483	939	1
485	2180	1
360	2662	5
513	2662	1
421	2662	1
494	2662	1
322	2662	3
596	2662	1
684	2662	1
527	2662	1
871	2662	1
2597	2662	1
351	2291	1
652	2428	3
967	2428	1
455	2428	3
919	2428	1
623	2428	3
645	2428	2
371	2043	3
466	2043	1
593	2043	2
653	2043	2
900	2043	1
483	2043	2
741	2043	2
401	2043	1
442	2382	2
595	2382	1
641	3462	1
751	3462	1
483	3462	1
327	3462	3
879	3462	1
328	1397	4
471	1397	3
287	1397	1
315	1523	1
541	2124	1
601	3865	1
146	2180	1
162	2043	1
419	867	1
576	1546	3
333	1546	3
469	1546	1
530	1546	1
934	1651	1
322	4878	1
270	4878	1
450	9068	3
400	841	2
455	455	1
379	2843	3
336	2843	2
256	457	1
706	1389	1
548	747	1
320	747	2
391	9044	2
576	9044	1
420	524	1
479	2467	1
557	4326	1
384	5654	1
215	402	1
315	402	2
447	1002	1
384	1002	2
168	838	1
413	5568	1
230	1044	2
274	1044	3
115	1044	1
511	1044	1
109	547	2
319	1523	1
544	1523	1
753	1523	1
360	1523	1
538	1523	1
283	1523	1
756	1523	1
422	2124	1
336	939	3
338	914	2
303	914	1
1574	2662	1
1440	2662	1
1596	2662	2
292	2662	1
584	2662	1
624	2662	1
670	2662	2
737	2428	2
686	2428	1
614	2428	1
797	2428	1
378	2428	2
295	2043	1
500	2043	1
447	2190	2
1350	2190	1
1220	2190	1
555	867	1
378	681	1
349	1945	2
383	1945	2
409	1945	2
429	1945	1
749	3462	1
496	3462	1
582	3462	1
612	3462	1
316	3462	4
307	1546	5
588	1546	1
476	922	1
245	1651	1
680	1651	1
854	1651	1
716	1651	1
597	1651	3
844	1044	1
378	3865	1
297	525	2
393	525	2
636	2428	3
531	1945	1
619	1546	1
311	6232	3
443	1541	2
475	12780	1
662	2356	1
349	2356	4
380	747	4
601	9044	1
370	4326	4
572	4326	1
196	402	1
370	1002	2
242	1002	1
664	1227	2
734	5893	1
801	2891	2
575	3987	1
393	3987	2
525	3987	1
363	3987	1
361	3987	2
276	895	1
297	895	1
399	4197	2
582	4197	3
759	1246	1
442	4326	2
723	3987	1
312	1397	2
521	570	1
116	570	1
313	570	1
318	2180	2
377	2043	4
440	867	1
415	1546	3
877	1541	1
348	2843	1
820	2843	1
406	2843	5
646	2843	1
574	2843	1
579	1601	1
785	1163	1
781	1163	1
533	1163	1
481	1163	1
437	1163	1
414	1163	1
332	747	1
672	9044	1
694	4326	2
346	4326	1
334	4326	3
601	4326	2
477	5654	1
329	5654	1
504	5654	1
512	5654	2
723	5654	1
360	5654	1
312	5654	2
448	5654	1
328	5654	2
393	5654	4
454	5654	1
293	5654	1
313	543	1
340	1108	1
262	2194	1
610	1002	1
365	1002	1
423	1002	1
346	838	1
310	310	1
468	4201	1
592	4201	1
351	4201	2
513	4201	1
322	4201	1
426	4201	1
490	3119	1
625	3119	1
432	3119	1
723	5259	1
354	5259	1
560	5259	1
578	5259	2
485	5259	3
299	967	1
530	967	1
578	967	1
584	967	1
272	3987	3
477	3987	3
662	3987	1
422	3987	2
416	3987	1
284	3987	1
345	3987	1
717	3987	1
707	3987	1
420	3987	3
615	3987	1
790	3987	1
391	3987	3
802	3987	1
687	3987	1
485	3987	2
501	3987	2
566	3987	1
543	3987	1
739	3987	1
510	3987	1
299	3987	1
539	895	2
285	430	2
845	1784	1
492	2141	1
347	2141	1
620	2141	1
703	2141	1
758	2141	1
376	2141	1
837	2141	1
343	1246	2
495	1246	1
582	1246	1
607	1246	1
563	1246	1
280	1246	2
426	1546	3
318	2509	1
471	1601	1
585	5985	1
513	2467	2
405	1002	2
315	838	1
347	2150	1
472	1332	1
326	2614	1
409	2891	1
547	3987	2
375	1397	1
281	1044	1
757	1044	1
139	547	2
306	547	1
335	2805	1
327	1523	1
442	1523	1
573	1523	1
304	4198	1
443	3865	1
367	3865	2
504	3865	1
425	3865	3
514	3865	1
796	3865	1
327	3865	2
457	3865	1
648	3865	2
413	3865	2
472	939	2
357	939	1
309	7365	1
578	7365	1
332	2662	2
844	2662	2
720	2662	1
496	3189	1
522	3189	1
475	3189	3
525	3189	1
581	3189	1
563	3189	1
674	2428	4
753	2428	1
702	2043	1
398	2043	1
944	2043	1
735	2043	1
561	2190	1
456	681	1
606	1945	1
624	1945	1
346	1945	1
489	1945	2
402	1945	2
528	3462	2
405	3462	1
344	3462	2
477	3462	1
152	611	1
140	611	1
311	2083	3
329	2083	1
348	2083	1
632	2083	1
385	1546	2
335	1546	2
600	1546	2
688	1546	1
391	12831	1
365	12831	1
674	12831	1
303	12831	1
508	12831	1
220	1044	3
260	1044	2
400	1044	2
564	1044	1
543	1044	1
337	2124	1
687	3865	1
118	681	1
844	3462	1
493	3462	1
422	3462	2
616	3462	1
348	1546	2
607	1546	1
265	1546	1
488	12831	1
494	922	4
330	922	4
549	922	1
530	1802	1
319	4077	1
346	6232	2
419	6232	1
705	6232	2
816	6232	1
656	6232	2
531	6232	1
588	6232	2
479	6232	1
602	2449	1
330	6193	1
413	6193	1
624	2843	2
343	750	1
119	555	1
185	185	2
606	747	4
712	747	1
571	747	1
312	9044	8
753	9044	1
511	9044	3
611	9044	2
772	4326	1
515	4326	1
440	4326	2
321	5579	2
624	5579	1
637	5579	1
540	2423	1
692	2423	1
533	2423	3
306	402	1
454	3642	1
372	1397	2
368	1397	1
740	1397	1
245	1044	2
501	3865	2
589	3865	4
